online_order,book_table,rating,votes,location,cost_for_two,type,city,restaurant_type,cuisines,number_of_cuisines_offered
No,Yes,4.2,478,Other,800,Desserts,Church Street,Casual Dining,Other,5
No,No,4.1,211,Other,200,Desserts,Church Street,Bakery,Bakery,2
No,No,4.0,23,Other,1100,Desserts,Church Street,Cafe,Cafe,3
Yes,No,4.3,655,Other,750,Desserts,Church Street,Cafe,Cafe,2
Yes,No,4.1,33,Other,400,Desserts,Church Street,Dessert Parlor,Desserts,1
No,No,3.8,30,Other,150,Desserts,Church Street,Other,Other,2
Yes,No,4.2,34,Other,300,Desserts,Church Street,Dessert Parlor,Desserts,2
No,No,3.3,5,Other,250,Desserts,Church Street,Bakery,Bakery,2
No,No,3.0,21,Other,200,Desserts,Church Street,Bakery,Bakery,1
No,No,3.0,8,Other,200,Desserts,Church Street,Dessert Parlor,Desserts,2
No,No,3.0,20,Other,200,Desserts,Church Street,Other,Other,2
Yes,No,4.2,255,Other,500,Desserts,Church Street,Cafe,Cafe,3
No,No,3.6,17,Other,600,Desserts,Church Street,Bakery,Bakery,1
No,No,3.2,5,Other,250,Desserts,Church Street,Bakery,Bakery,2
No,No,3.8,33,Other,350,Desserts,Church Street,Delivery,Bakery,2
No,No,3.0,19,Other,150,Desserts,Church Street,Bakery,Bakery,1
No,No,3.0,10,Other,800,Desserts,Church Street,Cafe,Cafe,3
Yes,Yes,4.2,4733,Other,1500,Dine-out,Church Street,Casual Dining,North Indian,3
Yes,Yes,4.1,94,Other,300,Dine-out,Church Street,Quick Bites,Other,3
No,No,4.6,2263,Other,1100,Dine-out,Church Street,Cafe,Cafe,3
Yes,No,4.3,7547,Other,1500,Dine-out,Church Street,Other,Other,5
Yes,Yes,4.4,1112,Other,1200,Dine-out,Church Street,Casual Dining,Other,2
No,Yes,4.2,169,Other,1000,Dine-out,Church Street,Casual Dining,South Indian,7
Yes,Yes,4.2,2924,Other,1000,Dine-out,Church Street,Casual Dining,Other,6
Yes,Yes,4.0,1401,Other,1700,Dine-out,Church Street,Casual Dining,Chinese,2
No,Yes,4.0,1706,Other,1000,Dine-out,Church Street,Cafe,Cafe,4
No,No,4.4,2638,Other,600,Dine-out,Church Street,Cafe,Cafe,1
Yes,No,4.0,781,Other,650,Dine-out,Church Street,Casual Dining,Andhra,1
Yes,No,4.3,1708,Other,1300,Dine-out,Church Street,Other,Continental,3
No,No,4.3,2244,Other,1100,Dine-out,Church Street,Bar,Other,2
No,No,4.2,1289,Other,1100,Dine-out,Church Street,Pub,Continental,3
Yes,No,4.0,3213,Other,750,Dine-out,Church Street,Casual Dining,North Indian,4
Yes,Yes,4.3,945,Other,750,Dine-out,Church Street,Cafe,Cafe,4
Yes,Yes,4.1,853,Other,1400,Dine-out,Church Street,Casual Dining,Other,4
Yes,No,4.3,3548,Other,650,Dine-out,Church Street,Cafe,Cafe,5
No,Yes,4.0,173,Other,1300,Dine-out,Church Street,Casual Dining,North Indian,1
No,Yes,3.9,681,Other,1200,Dine-out,Church Street,Casual Dining,South Indian,4
No,No,4.3,788,Other,900,Dine-out,Church Street,Cafe,Cafe,7
Yes,Yes,4.1,452,Other,600,Dine-out,Church Street,Casual Dining,North Indian,1
Yes,No,4.4,319,Other,800,Dine-out,Church Street,Casual Dining,North Indian,2
Yes,No,4.1,461,Other,700,Dine-out,Church Street,Cafe,Cafe,5
Yes,Yes,4.0,933,Other,1000,Dine-out,Church Street,Casual Dining,Other,4
No,No,4.3,527,Other,800,Dine-out,Church Street,Casual Dining,Other,5
No,Yes,3.9,746,Other,1500,Dine-out,Church Street,Pub,Other,4
Yes,No,3.9,224,Other,950,Dine-out,Church Street,Casual Dining,North Indian,2
Yes,No,3.9,67,Other,500,Dine-out,Church Street,Beverage Shop,Cafe,3
No,No,3.0,11,Other,700,Dine-out,Church Street,Cafe,Cafe,2
No,No,3.8,152,Other,800,Dine-out,Church Street,Casual Dining,Continental,1
No,No,1.8,224,Other,1200,Dine-out,Church Street,Casual Dining,North Indian,3
Yes,No,3.0,140,Other,600,Dine-out,Church Street,Casual Dining,North Indian,1
No,No,3.3,13,Other,750,Dine-out,Church Street,Casual Dining,North Indian,2
No,No,3.3,7,Other,1000,Dine-out,Church Street,Casual Dining,North Indian,3
Yes,No,3.7,39,Other,750,Dine-out,Church Street,Casual Dining,Other,2
Yes,No,3.4,50,Other,600,Dine-out,Church Street,Casual Dining,North Indian,3
No,No,4.0,79,Other,500,Dine-out,Church Street,Quick Bites,Chinese,1
No,No,3.9,1218,Other,200,Dine-out,Church Street,Quick Bites,South Indian,1
Yes,No,4.1,41,Other,150,Dine-out,Church Street,Dessert Parlor,Desserts,2
No,No,3.8,95,Other,500,Dine-out,Church Street,Quick Bites,Fast Food,1
Yes,No,3.9,202,Other,250,Dine-out,Church Street,Quick Bites,Fast Food,3
Yes,No,3.0,62,Other,400,Dine-out,Church Street,Quick Bites,Biryani,2
No,No,3.7,58,Other,250,Dine-out,Church Street,Quick Bites,South Indian,4
Yes,No,3.1,163,Other,350,Dine-out,Church Street,Quick Bites,Fast Food,3
No,Yes,4.4,4582,MG Road,1700,Dine-out,Church Street,Other,Other,3
No,Yes,4.2,3119,Other,2500,Dine-out,Church Street,Other,Continental,1
No,No,4.7,3920,Other,1500,Dine-out,Church Street,Other,Continental,3
No,Yes,4.0,2198,Other,1800,Dine-out,Church Street,Casual Dining,Other,3
Yes,Yes,4.3,3130,MG Road,1500,Dine-out,Church Street,Casual Dining,North Indian,2
No,Yes,4.0,8382,Brigade Road,2000,Dine-out,Church Street,Pub,Other,3
No,Yes,4.4,864,Other,3000,Dine-out,Church Street,Other,Other,3
No,Yes,4.4,2119,Other,2200,Dine-out,Church Street,Other,North Indian,3
Yes,Yes,4.4,2229,Other,3000,Dine-out,Church Street,Other,Other,2
No,No,4.3,1772,Other,800,Dine-out,Church Street,Casual Dining,Andhra,2
No,No,4.3,1352,Other,550,Dine-out,Church Street,Casual Dining,Biryani,3
No,Yes,4.6,2341,MG Road,2800,Dine-out,Church Street,Other,Chinese,4
No,Yes,4.0,5265,Other,2500,Dine-out,Church Street,Casual Dining,Other,2
No,Yes,4.4,264,Brigade Road,1500,Dine-out,Church Street,Other,Other,4
Yes,Yes,4.0,2112,Brigade Road,2000,Dine-out,Church Street,Other,Chinese,5
No,No,4.4,2395,Other,1500,Dine-out,Church Street,Casual Dining,Other,1
No,No,4.0,1576,Brigade Road,1500,Dine-out,Church Street,Casual Dining,South Indian,1
No,No,4.6,983,MG Road,3000,Dine-out,Church Street,Other,Other,1
Yes,Yes,4.0,1913,MG Road,2100,Dine-out,Church Street,Casual Dining,Other,5
No,Yes,4.0,675,Other,3500,Dine-out,Church Street,Other,Other,4
No,Yes,4.2,2213,Other,1700,Dine-out,Church Street,Other,Continental,2
Yes,Yes,4.6,1217,Other,1700,Dine-out,Church Street,Casual Dining,Other,6
No,No,4.3,609,Other,1300,Dine-out,Church Street,Pub,Continental,4
No,Yes,4.1,2046,Other,1600,Dine-out,Church Street,Casual Dining,North Indian,2
No,Yes,4.3,152,Ulsoor,2800,Dine-out,Church Street,Other,Other,4
Yes,Yes,4.3,3485,Other,1700,Dine-out,Church Street,Pub,Continental,3
No,Yes,4.2,1427,MG Road,1500,Dine-out,Church Street,Pub,Continental,4
Yes,Yes,4.3,2669,MG Road,1200,Dine-out,Church Street,Cafe,Cafe,4
No,Yes,4.6,1083,Other,1500,Dine-out,Church Street,Casual Dining,Other,2
Yes,No,4.6,2492,Other,1600,Dine-out,Church Street,Casual Dining,Other,6
Yes,Yes,4.4,3656,Other,1300,Dine-out,Church Street,Casual Dining,Other,2
No,Yes,4.4,2041,Other,1200,Dine-out,Church Street,Casual Dining,Other,7
No,Yes,4.3,447,Other,2000,Dine-out,Church Street,Other,Other,1
No,Yes,4.3,757,Other,3000,Dine-out,Church Street,Other,North Indian,2
Yes,Yes,4.2,2840,Other,800,Dine-out,Church Street,Casual Dining,Other,7
No,No,3.9,2322,Other,700,Dine-out,Church Street,Casual Dining,South Indian,4
No,Yes,4.1,1330,Other,2100,Dine-out,Church Street,Casual Dining,Other,4
No,No,4.3,1030,Other,1500,Dine-out,Church Street,Other,Other,2
No,Yes,4.3,596,Other,2500,Dine-out,Church Street,Casual Dining,Other,7
Yes,Yes,4.4,488,Other,1900,Dine-out,Church Street,Bar,Other,1
No,Yes,4.6,1429,Other,2200,Dine-out,Church Street,Other,Other,5
Yes,Yes,4.3,2040,MG Road,1500,Dine-out,Church Street,Casual Dining,Other,7
Yes,Yes,4.1,860,Other,1400,Dine-out,Church Street,Casual Dining,Other,4
No,Yes,4.3,668,Other,2000,Dine-out,Church Street,Casual Dining,Other,1
No,Yes,4.4,194,Other,1200,Dine-out,Church Street,Bar,Other,4
Yes,Yes,4.3,765,Other,1400,Dine-out,Church Street,Casual Dining,Other,2
Yes,Yes,4.4,1842,Other,1500,Dine-out,Church Street,Casual Dining,Other,2
Yes,No,4.3,2139,Other,600,Dine-out,Church Street,Casual Dining,Biryani,4
No,Yes,4.3,2658,Brigade Road,1300,Dine-out,Church Street,Bar,Continental,2
Yes,Yes,3.9,1362,MG Road,2100,Dine-out,Church Street,Other,North Indian,1
Yes,Yes,4.4,693,MG Road,1700,Dine-out,Church Street,Casual Dining,Other,3
No,No,4.0,3573,Other,900,Dine-out,Church Street,Cafe,Cafe,4
No,Yes,4.4,1190,Brigade Road,1100,Dine-out,Church Street,Casual Dining,Other,3
No,Yes,4.4,1065,Ulsoor,1600,Dine-out,Church Street,Casual Dining,North Indian,5
No,Yes,4.2,140,Ulsoor,2500,Dine-out,Church Street,Other,Other,2
No,Yes,4.2,240,Brigade Road,1500,Dine-out,Church Street,Pub,Other,3
No,Yes,4.3,679,Other,2500,Dine-out,Church Street,Other,Other,4
No,No,4.3,1187,Other,550,Dine-out,Church Street,Casual Dining,Chinese,1
No,Yes,4.4,113,Other,1000,Dine-out,Church Street,Casual Dining,North Indian,4
No,No,4.3,689,MG Road,3000,Dine-out,Church Street,Other,Other,3
No,Yes,4.3,286,Other,1200,Dine-out,Church Street,Bar,Other,3
Yes,Yes,4.3,500,Other,1300,Dine-out,Church Street,Casual Dining,Chinese,2
Yes,Yes,4.2,2272,Other,1400,Dine-out,Church Street,Casual Dining,Other,5
No,Yes,4.4,561,Other,4000,Dine-out,Church Street,Other,Other,1
No,Yes,3.7,41,MG Road,1500,Dine-out,Church Street,Casual Dining,Other,3
No,No,4.1,1007,Other,500,Dine-out,Church Street,Casual Dining,North Indian,6
Yes,Yes,4.4,864,MG Road,1800,Dine-out,Church Street,Casual Dining,Other,2
No,Yes,4.2,1428,Ulsoor,1300,Dine-out,Church Street,Pub,Other,4
No,No,4.3,458,Other,1500,Dine-out,Church Street,Casual Dining,Other,2
Yes,No,3.9,370,MG Road,200,Dine-out,Church Street,Other,Other,2
No,Yes,4.2,210,MG Road,1000,Dine-out,Church Street,Pub,Continental,4
No,Yes,4.4,190,MG Road,2000,Dine-out,Church Street,Other,Other,4
No,No,4.3,688,Other,1500,Dine-out,Church Street,Casual Dining,Other,5
No,Yes,4.2,332,Other,1000,Dine-out,Church Street,Casual Dining,North Indian,2
No,Yes,4.0,550,Ulsoor,1800,Dine-out,Church Street,Casual Dining,Other,3
Yes,Yes,4.4,714,Other,1000,Dine-out,Church Street,Casual Dining,Other,4
No,No,4.1,530,Other,500,Dine-out,Church Street,Casual Dining,Chinese,5
Yes,Yes,4.2,982,Ulsoor,1000,Dine-out,Church Street,Casual Dining,Other,3
No,Yes,4.4,280,MG Road,1500,Dine-out,Church Street,Casual Dining,Other,1
No,Yes,4.6,116,Other,1200,Dine-out,Church Street,Casual Dining,Chinese,1
No,Yes,4.1,564,MG Road,2500,Dine-out,Church Street,Casual Dining,North Indian,6
No,No,4.3,67,Other,400,Dine-out,Church Street,Cafe,Cafe,2
No,Yes,4.3,614,Other,3400,Dine-out,Church Street,Other,North Indian,3
No,Yes,4.3,474,Other,3000,Dine-out,Church Street,Other,Other,1
No,No,4.0,53,Other,2000,Dine-out,Church Street,Other,Other,3
Yes,Yes,4.4,218,Other,850,Dine-out,Church Street,Casual Dining,Other,3
Yes,No,4.3,904,Ulsoor,2000,Dine-out,Church Street,Casual Dining,Other,1
No,No,4.2,164,Ulsoor,750,Dine-out,Church Street,Cafe,Cafe,4
Yes,Yes,4.3,61,Brigade Road,700,Dine-out,Church Street,Casual Dining,Other,5
No,Yes,4.3,357,Other,3500,Dine-out,Church Street,Other,North Indian,2
Yes,No,3.9,117,Ulsoor,600,Dine-out,Church Street,Casual Dining,Other,1
Yes,No,4.2,858,Ulsoor,1800,Dine-out,Church Street,Casual Dining,Other,2
Yes,No,4.0,48,Brigade Road,1500,Dine-out,Church Street,Casual Dining,Other,3
No,Yes,4.1,80,Ulsoor,3000,Dine-out,Church Street,Other,Other,3
Yes,No,4.0,1098,Ulsoor,1300,Dine-out,Church Street,Casual Dining,Kerala,2
No,Yes,4.2,2076,Other,1500,Dine-out,Church Street,Casual Dining,Other,3
Yes,No,4.1,115,Other,700,Dine-out,Church Street,Cafe,Other,6
Yes,Yes,4.3,394,Brigade Road,1600,Dine-out,Church Street,Bar,Other,3
No,No,4.2,4428,Brigade Road,1200,Dine-out,Church Street,Casual Dining,Other,4
Yes,Yes,4.0,188,Other,1300,Dine-out,Church Street,Casual Dining,North Indian,2
No,Yes,4.2,538,MG Road,1500,Dine-out,Church Street,Casual Dining,North Indian,3
Yes,Yes,4.1,354,Other,1200,Dine-out,Church Street,Casual Dining,South Indian,3
No,Yes,4.1,552,Brigade Road,1100,Dine-out,Church Street,Pub,Other,1
Yes,No,4.0,164,Other,1700,Dine-out,Church Street,Casual Dining,North Indian,1
Yes,Yes,4.3,225,MG Road,2000,Dine-out,Church Street,Bar,Other,1
No,No,3.9,161,Other,500,Dine-out,Church Street,Casual Dining,North Indian,2
No,No,4.1,768,Other,800,Dine-out,Church Street,Casual Dining,North Indian,3
No,Yes,4.3,233,Other,4000,Dine-out,Church Street,Other,Other,1
No,Yes,3.9,49,Ulsoor,3000,Dine-out,Church Street,Other,North Indian,1
No,No,3.7,42,Ulsoor,2000,Dine-out,Church Street,Casual Dining,Other,7
No,No,3.9,23,Other,2000,Dine-out,Church Street,Bar,Other,1
No,Yes,4.3,449,MG Road,3000,Dine-out,Church Street,Other,Chinese,2
No,No,4.0,949,Brigade Road,1100,Dine-out,Church Street,Pub,North Indian,2
No,No,3.9,378,Other,1000,Dine-out,Church Street,Bar,North Indian,3
Yes,No,4.1,1120,Brigade Road,1500,Dine-out,Church Street,Casual Dining,Other,4
Yes,No,4.3,569,Ulsoor,700,Dine-out,Church Street,Cafe,Cafe,5
No,Yes,4.1,608,MG Road,2800,Dine-out,Church Street,Other,Continental,1
No,Yes,4.1,93,Other,1000,Dine-out,Church Street,Pub,Continental,3
No,Yes,4.3,326,Other,1200,Dine-out,Church Street,Casual Dining,North Indian,4
Yes,No,4.2,121,Other,1000,Dine-out,Church Street,Casual Dining,Other,1
Yes,Yes,4.1,765,Ulsoor,1200,Dine-out,Church Street,Casual Dining,Other,4
No,Yes,4.1,270,Other,4000,Dine-out,Church Street,Other,North Indian,1
No,No,4.2,38,Other,2000,Dine-out,Church Street,Bar,Other,3
No,Yes,4.4,424,Other,3500,Dine-out,Church Street,Other,Chinese,1
No,No,4.1,1543,Other,1200,Dine-out,Church Street,Pub,Continental,2
Yes,No,4.3,94,Ulsoor,550,Dine-out,Church Street,Casual Dining,Other,2
Yes,No,4.0,113,MG Road,1000,Dine-out,Church Street,Casual Dining,Other,3
Yes,Yes,4.3,1048,Other,1600,Dine-out,Church Street,Casual Dining,Other,3
Yes,No,3.9,205,Other,500,Dine-out,Church Street,Casual Dining,North Indian,3
No,No,4.2,697,Other,300,Dine-out,Church Street,Quick Bites,South Indian,1
Yes,No,4.0,1205,Brigade Road,2000,Dine-out,Church Street,Bar,Continental,2
Yes,No,4.3,148,Ulsoor,650,Dine-out,Church Street,Casual Dining,Biryani,3
No,Yes,4.1,336,MG Road,1800,Dine-out,Church Street,Casual Dining,Kerala,2
No,No,3.8,617,MG Road,3000,Dine-out,Church Street,Other,North Indian,3
Yes,Yes,4.0,929,Brigade Road,800,Dine-out,Church Street,Casual Dining,Other,2
No,No,3.9,183,Ulsoor,2200,Dine-out,Church Street,Casual Dining,North Indian,3
No,No,4.1,388,Other,1100,Dine-out,Church Street,Cafe,Cafe,1
Yes,No,3.7,66,Ulsoor,800,Dine-out,Church Street,Cafe,Cafe,5
No,Yes,4.1,119,Ulsoor,2000,Dine-out,Church Street,Casual Dining,Continental,4
No,No,4.2,618,Brigade Road,500,Dine-out,Church Street,Cafe,Cafe,5
Yes,No,4.2,174,Other,800,Dine-out,Church Street,Casual Dining,Other,3
Yes,No,4.0,175,Ulsoor,750,Dine-out,Church Street,Casual Dining,Biryani,2
No,No,2.0,396,Brigade Road,1500,Dine-out,Church Street,Other,Other,1
Yes,No,4.0,360,Other,1000,Dine-out,Church Street,Casual Dining,Chinese,4
Yes,No,3.9,366,Other,800,Dine-out,Church Street,Casual Dining,North Indian,5
Yes,Yes,4.1,297,Other,1000,Dine-out,Church Street,Casual Dining,Other,4
Yes,No,3.6,95,Other,650,Dine-out,Church Street,Cafe,Cafe,4
Yes,No,4.2,1765,Other,750,Dine-out,Church Street,Casual Dining,Continental,2
Yes,No,4.2,116,MG Road,500,Dine-out,Church Street,Cafe,Cafe,2
Yes,No,3.6,44,Brigade Road,300,Dine-out,Church Street,Other,North Indian,1
No,Yes,4.4,183,Other,1800,Dine-out,Church Street,Casual Dining,Other,1
No,Yes,3.7,90,Other,1000,Dine-out,Church Street,Cafe,Cafe,3
Yes,No,4.1,54,Other,400,Dine-out,Church Street,Casual Dining,Other,3
Yes,No,4.0,108,Other,550,Dine-out,Church Street,Casual Dining,North Indian,3
No,No,4.0,24,Brigade Road,450,Dine-out,Church Street,Cafe,Cafe,5
No,No,3.9,190,Other,600,Dine-out,Church Street,Bar,Other,1
Yes,No,4.2,127,Brigade Road,700,Dine-out,Church Street,Casual Dining,Other,1
No,No,4.0,224,Other,700,Dine-out,Church Street,Casual Dining,North Indian,4
No,No,3.8,32,Other,350,Dine-out,Church Street,Quick Bites,Biryani,2
No,No,4.0,58,Ulsoor,2000,Dine-out,Church Street,Casual Dining,Other,2
Yes,No,4.0,32,Brigade Road,300,Dine-out,Church Street,Quick Bites,Other,2
No,No,2.7,402,MG Road,1000,Dine-out,Church Street,Pub,North Indian,2
No,No,3.9,234,Other,1000,Dine-out,Church Street,Bar,Other,3
No,Yes,4.2,176,Other,3000,Dine-out,Church Street,Other,Continental,1
No,Yes,3.9,312,Other,2000,Dine-out,Church Street,Other,North Indian,4
Yes,No,3.7,279,Brigade Road,800,Dine-out,Church Street,Casual Dining,North Indian,3
Yes,No,3.7,110,Other,550,Dine-out,Church Street,Casual Dining,North Indian,2
Yes,Yes,3.1,59,Other,400,Dine-out,Church Street,Quick Bites,Biryani,4
Yes,No,3.8,72,Brigade Road,650,Dine-out,Church Street,Cafe,Cafe,4
Yes,No,3.9,205,Brigade Road,800,Dine-out,Church Street,Casual Dining,Other,4
No,No,3.8,22,Other,350,Dine-out,Church Street,Quick Bites,North Indian,4
No,No,3.6,60,Other,450,Dine-out,Church Street,Casual Dining,North Indian,3
Yes,No,3.6,16,Brigade Road,800,Dine-out,Church Street,Casual Dining,Other,4
No,No,2.0,433,Other,650,Dine-out,Church Street,Casual Dining,Chinese,3
No,No,4.0,102,Other,550,Dine-out,Church Street,Casual Dining,Chinese,1
No,No,4.1,104,Other,1200,Dine-out,Church Street,Cafe,Cafe,3
No,No,3.0,54,Other,1800,Dine-out,Church Street,Casual Dining,Other,3
Yes,No,3.9,462,Ulsoor,800,Dine-out,Church Street,Cafe,Cafe,4
Yes,No,3.9,74,Other,500,Dine-out,Church Street,Quick Bites,North Indian,3
No,Yes,3.9,314,MG Road,800,Dine-out,Church Street,Cafe,Cafe,3
No,No,3.1,123,Other,1200,Dine-out,Church Street,Casual Dining,North Indian,3
No,Yes,3.9,36,Brigade Road,1500,Dine-out,Church Street,Casual Dining,Continental,4
No,No,2.8,252,Other,1000,Dine-out,Church Street,Casual Dining,North Indian,2
No,No,3.7,294,Other,1000,Dine-out,Church Street,Pub,North Indian,2
No,No,4.1,28,Other,2000,Dine-out,Church Street,Casual Dining,Beverages,1
Yes,Yes,4.0,1022,Brigade Road,700,Dine-out,Church Street,Casual Dining,North Indian,2
No,No,4.0,93,Other,2000,Dine-out,Church Street,Other,Other,1
Yes,No,4.2,382,Ulsoor,500,Dine-out,Church Street,Cafe,Other,7
No,No,3.6,43,Other,1700,Dine-out,Church Street,Other,Other,1
No,No,4.0,30,Other,800,Dine-out,Church Street,Cafe,Cafe,1
No,No,4.0,62,Ulsoor,1500,Dine-out,Church Street,Other,Other,1
Yes,No,3.8,59,Other,300,Dine-out,Church Street,Other,Fast Food,2
Yes,No,2.9,50,Brigade Road,350,Dine-out,Church Street,Quick Bites,South Indian,3
Yes,No,2.8,296,Other,600,Dine-out,Church Street,Casual Dining,Biryani,1
Yes,No,3.0,12,Brigade Road,650,Dine-out,Church Street,Casual Dining,Other,2
No,No,4.1,116,MG Road,3000,Dine-out,Church Street,Other,Other,4
No,No,4.0,162,Brigade Road,400,Dine-out,Church Street,Quick Bites,Chinese,3
No,Yes,3.9,100,Other,1900,Dine-out,Church Street,Casual Dining,North Indian,1
Yes,No,3.9,87,Ulsoor,500,Dine-out,Church Street,Casual Dining,North Indian,4
No,No,3.9,72,Other,2500,Dine-out,Church Street,Other,Other,1
No,No,2.8,132,Brigade Road,650,Dine-out,Church Street,Casual Dining,North Indian,3
No,No,3.9,136,Other,800,Dine-out,Church Street,Casual Dining,Other,2
No,No,4.1,168,MG Road,2500,Dine-out,Church Street,Other,Chinese,1
No,No,3.9,89,Other,1400,Dine-out,Church Street,Casual Dining,North Indian,3
Yes,Yes,3.8,194,Other,800,Dine-out,Church Street,Casual Dining,Biryani,4
Yes,Yes,3.8,203,Other,1200,Dine-out,Church Street,Casual Dining,North Indian,3
Yes,No,4.3,1133,Other,800,Dine-out,Church Street,Cafe,Cafe,3
No,No,3.3,6,Other,450,Dine-out,Church Street,Casual Dining,South Indian,2
Yes,No,3.8,96,Ulsoor,600,Dine-out,Church Street,Cafe,Cafe,3
No,Yes,4.0,195,MG Road,3000,Dine-out,Church Street,Other,North Indian,3
Yes,No,4.1,118,Other,1000,Dine-out,Church Street,Casual Dining,Continental,3
No,No,3.7,52,Other,550,Dine-out,Church Street,Casual Dining,North Indian,3
Yes,No,3.8,37,Ulsoor,400,Dine-out,Church Street,Casual Dining,Beverages,5
Yes,Yes,3.8,81,Ulsoor,800,Dine-out,Church Street,Casual Dining,Chinese,2
No,Yes,3.6,277,Other,800,Dine-out,Church Street,Casual Dining,Andhra,3
Yes,No,3.6,42,Ulsoor,400,Dine-out,Church Street,Casual Dining,South Indian,5
Yes,No,3.8,262,Other,850,Dine-out,Church Street,Casual Dining,Chinese,2
No,No,3.0,108,MG Road,800,Dine-out,Church Street,Casual Dining,North Indian,3
No,No,3.7,145,Other,1000,Dine-out,Church Street,Casual Dining,Chinese,3
No,No,3.7,16,MG Road,250,Dine-out,Church Street,Cafe,Cafe,1
No,No,3.9,122,Brigade Road,500,Dine-out,Church Street,Casual Dining,Other,4
Yes,No,3.4,9,Other,300,Dine-out,Church Street,Cafe,Cafe,1
Yes,No,3.9,158,Other,1300,Dine-out,Church Street,Casual Dining,Chinese,3
No,No,3.3,4,Other,1000,Dine-out,Church Street,Casual Dining,North Indian,3
Yes,Yes,3.8,198,MG Road,1600,Dine-out,Church Street,Casual Dining,Other,2
No,Yes,4.2,271,MG Road,3000,Dine-out,Church Street,Other,Other,2
No,No,3.0,29,Other,2200,Dine-out,Church Street,Bar,Other,3
Yes,No,3.4,122,Other,600,Dine-out,Church Street,Cafe,Cafe,3
No,No,4.2,115,Ulsoor,1000,Dine-out,Church Street,Casual Dining,Other,3
No,Yes,3.8,108,Ulsoor,1400,Dine-out,Church Street,Bar,North Indian,2
No,No,3.0,31,MG Road,1000,Dine-out,Church Street,Casual Dining,North Indian,2
No,No,3.8,23,Other,800,Dine-out,Church Street,Casual Dining,North Indian,4
No,No,2.9,24,Brigade Road,1900,Dine-out,Church Street,Bar,North Indian,4
No,No,3.7,57,Other,700,Dine-out,Church Street,Casual Dining,North Indian,2
No,No,2.8,44,Brigade Road,700,Dine-out,Church Street,Cafe,Cafe,4
No,Yes,4.3,164,Other,3000,Dine-out,Church Street,Other,Other,2
No,No,3.8,67,Other,500,Dine-out,Church Street,Casual Dining,South Indian,1
No,Yes,3.9,106,Brigade Road,1000,Dine-out,Church Street,Casual Dining,Chinese,3
No,Yes,4.0,97,Ulsoor,2400,Dine-out,Church Street,Other,Other,3
No,No,3.0,14,Other,800,Dine-out,Church Street,Bar,North Indian,3
No,Yes,3.8,25,Ulsoor,2200,Dine-out,Church Street,Cafe,Cafe,3
